Business Name,Business Startdate,City,State,Street Direction,Street Name,Street Number,Street Suffix,Zip,Business Class,Reason for Applying,Latitude,Longitude,Location
GEORGIA ELEVATOR COMPANY,07/01/2009,CHATTANOOGA,TN,,NOWLIN,117,LN,37421,,1 - New Business,35.027289237,-85.1999091709999,"(35.027289237, -85.1999091709999)"
NUMOTION,09/04/2012,CHATTANOOGA,TN,,RIVERSIDE,2511,DR,37406,,1 - New Business,35.070261509,-85.261468048,"(35.070261509, -85.261468048)"
DONOVON MOORE,07/22/2010,CHATTANOOGA,TN,,VARIOUS,9999,,37343,,1 - New Business,,,
POWER SUPPLY CO LLC,07/19/1999,CHATTANOOGA,TN,N,ORCHARD KNOB,2501,AVE,37406,,1 - New Business,,,
PS ENERGY GROUP INC,08/31/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9,,37402,,1 - New Business,,,
"IMAGES LANDSCAPE SERVICE, LLC",04/01/2011,CHATTANOOGA,TN,,EAST BRAINERD,7912,RD,37421,,1 - New Business,,,
D & H CONSTRUCTION COMPANY,03/01/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
KANKUS FOOD MART,09/15/2010,CHATTANOOGA,TN,,GLENWOOD DR,101,DR,37404,,1 - New Business,35.031680339,-85.2640004149999,"(35.031680339, -85.2640004149999)"
HOBBYTOWN USA,11/20/2006,CHATTANOOGA,TN,,HAMILTON PLACE,2200,BLVD,37421,,1 - New Business,35.036947136,-85.15674551,"(35.036947136, -85.15674551)"
ALEXANDRA WETMORE STUDIO,07/01/2007,CHATTANOOGA,TN,,MARKET,737,ST,37402-4806,,1 - New Business,35.0472546020001,-85.309663845,"(35.0472546020001, -85.309663845)"
CABEEN MARK P,04/12/1999,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CREW ONE PRODUCTIONS INC,07/20/2004,CHATTANOOGA,TN,W,31ST,1001,ST,37408,,1 - New Business,,,
VENUE 909,08/10/2015,CHATTANOOGA,TN,,CRUTCHFIELD,909,ST,37406,,1 - New Business,35.070018562,-85.268779605,"(35.070018562, -85.268779605)"
TIM PAYNE PAINTING,10/01/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37421,,1 - New Business,,,
FABRIC CARE LAUNDRIES,07/01/1991,CHATTANOOGA,TN,,CHEROKEE,315,BLVD,37405,,1 - New Business,,,
PRO MAD RACING,04/01/2013,HARRISON,TN,,RIVER OAKS,9218,RD,37341,,1 - New Business,,,
"ONSITE RESTORATIONS, LLC",01/16/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
TOP CHOICE LAWN CARE,01/01/2015,CHATTANOOGA,TN,,TRADITIONS,723,DR,37415,,1 - New Business,35.160495096,-85.279783037,"(35.160495096, -85.279783037)"
PEREZ BUILDING SERVICE,07/01/2011,CHATTANOOGA,TN,,SUNFLOWER,4616,LN,37416,,1 - New Business,35.0877430720001,-85.1978213309999,"(35.0877430720001, -85.1978213309999)"
THOMAS GRACE CONSTRUCTION INC,02/07/2016,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,DR,37402,,1 - New Business,,,
TENNESSEE ACADEMY OF GYMNASTICS INC,,CHATTANOOGA,TN,,RIVERSIDE,2501,DR,37406,,1 - New Business,35.069707963,-85.261953369,"(35.069707963, -85.261953369)"
VINTAGE LOVE,01/01/2012,CHATTANOOGA,TN,,CREWDSON,307,AVE,37405,,1 - New Business,35.06434518,-85.297784069,"(35.06434518, -85.297784069)"
JAMZ CAR STEREO,07/01/2000,CHATTANOOGA,TN,E,MAIN,2022,ST,37404,,1 - New Business,,,
"WGC, Inc",02/28/2010,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ENVIRO-CRAFTS,02/01/2013,CHATTANOOGA,TN,,GUNBARREL,2288,RD,37421,,1 - New Business,35.0366813150001,-85.1501846899999,"(35.0366813150001, -85.1501846899999)"
1885 GRILL,06/01/2013,CHATTANOOGA,TN,,ST ELMO,3914,AVE,37409,,1 - New Business,35.0101534020001,-85.328237121,"(35.0101534020001, -85.328237121)"
HERBERT J TAYLOR JR GUTTERING,09/30/2010,CHATTANOOGA,TN,,LEA,7135,RD,37421,,1 - New Business,35.0080598280001,-85.173311416,"(35.0080598280001, -85.173311416)"
HAMBY HAVEN FOR THE AGING,01/01/2015,CHATTANOOGA,TN,,GRAY,1815,RD,37421,,1 - New Business,35.020735872,-85.147534521,"(35.020735872, -85.147534521)"
COUNTRY INN & SUITES I-24 W,10/24/2014,CHATTANOOGA,TN,,MODERN INDUSTRIES,3725,PKWY,37419,,1 - New Business,35.0155562350001,-85.383393676,"(35.0155562350001, -85.383393676)"
LOVELY NAILS,08/03/2011,HIXSON,TN,,HWY 153,5519,,37343,,1 - New Business,35.1444019630001,-85.249195555,"(35.1444019630001, -85.249195555)"
JOLLAY MASONRY INC,01/07/2013,CHATTANOOGA,TN,,KILMER,935,ST,37406,,1 - New Business,,,
STEP N STYLE,10/01/2009,CHATTANOOGA,TN,,GREENWAY VIEW,480,DR,37411,,1 - New Business,35.0101507860001,-85.204350512,"(35.0101507860001, -85.204350512)"
QUICKCUE LLC,08/01/2011,CHATTANOOGA,TN,E,MAIN,50,ST,37408,,1 - New Business,,,
OFFICE DEPOT #2139,08/17/2001,CHATTANOOGA,TN,,GUNBARREL,2271,RD,37421,,1 - New Business,35.0381623760001,-85.151707798,"(35.0381623760001, -85.151707798)"
MCGEE CORPORATION,03/11/2013,CHATTANOOGA,TN,E,INDEPENDANCE,12701,BLVD,28106,,1 - New Business,,,
ELBER,03/01/2002,HIXSON,TN,,VILLAGE GREEN,1332,DR,37343,,1 - New Business,35.157530401,-85.200315527,"(35.157530401, -85.200315527)"
CHATTANOOGA FUNERAL HOME VALLEY VIEW CHAPEL,12/26/2003,CHATTANOOGA,TN,,OLD LEE,7414,HWY,37421,,1 - New Business,35.060268373,-85.1264968839999,"(35.060268373, -85.1264968839999)"
AMERISCAPES LANDSCAPE MGMT,07/08/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
CHATTANOOGA MARRIOTT #107,03/01/1998,CHATTANOOGA,TN,,CARTER,2,ST,37408,,1 - New Business,,,
NSA NATIONAL STREET ASSOCIATES,01/14/2011,CHATTANOOGA,TN,W,12TH,823,ST,37402,,1 - New Business,,,
HIGHLAND PARK CAFE,08/20/2010,CHATTANOOGA,TN,N,ORCHARD KNOB,801,AVE,37404,,1 - New Business,,,
RUMER'S BODY SHOP,07/01/2014,HIXSON,TN,,MIDDLE VALLEY,6326,RD,37343,,1 - New Business,35.1592527760001,-85.213645813,"(35.1592527760001, -85.213645813)"
RED NAILS,05/02/2012,CHATTANOOGA,TN,,NORTHGATE MALL,140,DR,37415,,1 - New Business,35.13096541,-85.240530721,"(35.13096541, -85.240530721)"
GLOBAL DESIGN STUDIO,11/29/2010,CHATTANOOGA,TN,,SHAWNEE,212,TRL,37411,,1 - New Business,35.020262426,-85.2321839639999,"(35.020262426, -85.2321839639999)"
C & S MOBILE SERVICE,10/01/2010,CHATTANOOGA,TN,,HAVEN CREST,2034,DR,37421,,1 - New Business,35.0192199950001,-85.117856651,"(35.0192199950001, -85.117856651)"
PROGRESSIVE ENVRIONMENTAL SERVICES INC,07/01/2014,CHATTANOOGA,TN,,SOUTH CREEK,4131,RD,37406,,1 - New Business,,,
CCW OF CHATTANOOGA INC,01/31/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
DYNAMIC TILE SOLUTIONS,04/01/2013,CHATTANOOGA,TN,,QUEENS,3774,RD,37416,,1 - New Business,35.0963253620001,-85.1984974539999,"(35.0963253620001, -85.1984974539999)"
AMANDA PINSON JEWERLY LLC,10/18/2002,CHATTANOOGA,TN,,MARKET,1100,ST,37402,,1 - New Business,35.0436263,-85.309080095,"(35.0436263, -85.309080095)"
FIDO'S FEAST,11/01/2004,CHATTANOOGA,TN,,KINGS LAKE,4525,CT,37416,,1 - New Business,35.09010133,-85.2122703159999,"(35.09010133, -85.2122703159999)"
GENOA HEALTHCARE OF TN LLC,04/01/2010,CHATTANOOGA,TN,E,BELL,420,AVE,37405,,1 - New Business,,,
CASEY THADDEUS,05/22/1997,CHATTANOOGA,TN,,SHOLAR,910,CT,37404-3146,,1 - New Business,35.049170717,-85.2719018889999,"(35.049170717, -85.2719018889999)"
REDEFINING LANDSCAPES,05/19/2010,CHATTANOOGA,TN,,MOUNT VERNON,722,AVE,37405,,1 - New Business,35.0757350870001,-85.298029865,"(35.0757350870001, -85.298029865)"
CHATTANOOGA HARDWOOD CENTER,02/01/1993,CHATTANOOGA,TN,E,MAIN,2420,ST,37404-5315,,1 - New Business,,,
VELASQUEZ ROOFING,11/30/2012,CHATTANOOGA,TN,,14TH,4001,AVE,37407,,1 - New Business,34.995276216,-85.280970901,"(34.995276216, -85.280970901)"
RAINBOW CLEANING SERVICE,03/10/2016,CHATTANOOGA,TN,,WERT,22,ST,37405,,1 - New Business,35.076969934,-85.308707721,"(35.076969934, -85.308707721)"
XEROX CORPORATION,,CHATTANOOGA,TN,,BRAINERD,5600,RD,37411,,1 - New Business,35.0097447850001,-85.216483034,"(35.0097447850001, -85.216483034)"
ONE ON ONE GUITAR STUDIOS,06/01/2014,CHATTANOOGA,TN,N,MARKET,600,ST,37405,,1 - New Business,,,
DICK'S SPORTING GOODS,08/01/2000,CHATTANOOGA,TN,,GUNBARREL,2020,RD,37421,,1 - New Business,35.0300874210001,-85.153150862,"(35.0300874210001, -85.153150862)"
MERCURY TAXI SERVICE,10/08/2015,CHATTANOOGA,TN,,DODSON,901,AVE,37406,,1 - New Business,35.046098101,-85.263865929,"(35.046098101, -85.263865929)"
G & A,07/01/2011,CHATTANOOGA,TN,,CHESTNUT,633,ST,37450,,1 - New Business,35.048682721,-85.3118364699999,"(35.048682721, -85.3118364699999)"
TREEBUSTERS TREE SERVICE,07/29/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
LES'S PAWN SHOP,12/16/2009,CHATTANOOGA,TN,,HWY 58,4742,,37416,,1 - New Business,35.0875776450001,-85.189553753,"(35.0875776450001, -85.189553753)"
"ELECTROMED, INC",10/10/2011,CHATTANOOGA,TN,E,4TH,651,ST,37403,,1 - New Business,,,
"MASHBURN OUTDOOR, LLC",12/06/2011,CHATTANOOGA,TN,,PREMIER,1300,DR,37421,,1 - New Business,35.0157084320001,-85.1909747349999,"(35.0157084320001, -85.1909747349999)"
DISCOTECA,12/05/2009,CHATTANOOGA,TN,E,MAIN,304,ST,37408,,1 - New Business,,,
LABOR READY MID ATLANTIC INC,04/19/2004,CHATTANOOGA,TN,,BRAINERD,3213,RD,37411,,1 - New Business,35.0275838490001,-85.2543246449999,"(35.0275838490001, -85.2543246449999)"
MERCURY CAB,07/01/2012,CHATTANOOGA,TN,,DODSON,901,AVE,37406,,1 - New Business,35.046098101,-85.263865929,"(35.046098101, -85.263865929)"
LIFE BOOK,05/20/2011,CHATTANOOGA,TN,,JENKINS,3400,RD,37421,,1 - New Business,35.0505519920001,-85.128473677,"(35.0505519920001, -85.128473677)"
RANGE MARK,10/25/2013,CHATTANOOGA,TN,,ST ELMO,4214,AVE,37409,,1 - New Business,35.0038819260001,-85.328654715,"(35.0038819260001, -85.328654715)"
AGENCIA EBENEZER,07/01/2011,CHATTANOOGA,TN,E,MAIN,2109,ST,37404,,1 - New Business,,,
JESSIE'S,09/10/2010,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
ELITE ROOFING COMPANY OF NASHVILLE,11/01/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CLIFF MEHLER & COMPANY,03/12/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
FUN FOR ALL RACING,04/02/2010,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
LESLEY SOUTHERN FOOD,06/01/2015,CHATTANOOGA,TN,,CLIO,3400,AVE,37407,,1 - New Business,35.0060272850001,-85.291498146,"(35.0060272850001, -85.291498146)"
GUITAR CENTER #723,10/27/2005,CHATTANOOGA,TN,,HAMILTON PLACE,2200,BLVD,37421,,1 - New Business,35.036947136,-85.15674551,"(35.036947136, -85.15674551)"
GREEN HEADS LAWN CARE LLC,03/01/2010,CHATTANOOGA,TN,,CORRAL,2421,TRL,37421,,1 - New Business,,,
QUANTIFY LLC,06/22/2010,CHATTANOOGA,TN,,FAIRHILLS,7,DR,37405,,1 - New Business,35.064737532,-85.290930755,"(35.064737532, -85.290930755)"
JAMES SHERRELL CONSTRUCTION LLC,06/01/2007,CHATTANOOGA,TN,E,10TH,124,ST,37402,,1 - New Business,,,
MAIN STREET MEATS,04/01/2010,CHATTANOOGA,TN,E,MAIN,217,ST,37408,,1 - New Business,,,
AMERICAN FIREPLACE CO,03/21/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CONCRETE SURFACES UNLIMITED,05/14/2005,CHATTANOOGA,TN,,MAYFAIR,4116,AVE,37411,,1 - New Business,35.0111432940001,-85.238614329,"(35.0111432940001, -85.238614329)"
KEN RIDGE PAINTING,03/01/2012,CHATTANOOGA,TN,,BROWNS FERRY,1012,RD,37419,,1 - New Business,35.0493627110001,-85.3513927339999,"(35.0493627110001, -85.3513927339999)"
SAN BELLA SALON,04/14/2014,CHATTANOOGA,TN,,GUNBARREL,1515,RD,37421,,1 - New Business,35.0179921660001,-85.163727045,"(35.0179921660001, -85.163727045)"
THE UNDERGROUND,08/26/2014,CHATTANOOGA,TN,,HIXSON,3829,PIKE,37415,,1 - New Business,35.1119293300001,-85.268811371,"(35.1119293300001, -85.268811371)"
R G  IMPORT CLOTHING,04/01/2009,CHATTANOOGA,TN,,CAROUSEL,1403,RD,37411,,1 - New Business,35.0498548890001,-85.243562805,"(35.0498548890001, -85.243562805)"
BOJANGLES,01/01/2002,OOLTEWAH,TN,,LEE,9225,HWY,37363,,1 - New Business,35.0840245360001,-85.0603926969999,"(35.0840245360001, -85.0603926969999)"
MURDER FOR PROFIT ENTERTAINMENT,10/21/2013,CHATTANOOGA,TN,S,ORCHARD KNOB,1511,AVE,37404,,1 - New Business,,,
WIND & SAND PROMOTIONS,01/01/2003,HIXSON,TN,,REVOLUTIONARY,2001,LN,37343,,1 - New Business,35.1364974530001,-85.195244526,"(35.1364974530001, -85.195244526)"
CONLEY WRECKER SERVICE,08/01/2014,HIXSON,TN,,MIDDLE VALLEY,6714,RD,37343,,1 - New Business,35.1680458490001,-85.208841018,"(35.1680458490001, -85.208841018)"
TRICORP AMUSEMENTS/PIN STRIKES,10/22/2010,CHATTANOOGA,TN,,PERIMETER,6241,DR,37421,,1 - New Business,35.0293367620001,-85.182059668,"(35.0293367620001, -85.182059668)"
BOLTS & NUTS INC,,CHATTANOOGA,TN,E,28TH,1900,ST,37407,,1 - New Business,,,
CHECK INTO CASH,06/27/2008,HIXSON,TN,,HWY 153,5503,,37343,,1 - New Business,35.1421837130001,-85.2488764129999,"(35.1421837130001, -85.2488764129999)"
AIRTIGHT SPRAYFOAM OF TN LLC,01/14/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
COOL SPRINGS MD CHATTANOOGA,01/20/2015,CHATTANOOGA,TN,,GUNBARREL,1511,RD,37421,,1 - New Business,35.017470589,-85.164016901,"(35.017470589, -85.164016901)"
"CONTINUUMRX OF SOUTHEAST TN, LLC",06/15/2012,CHATTANOOGA,TN,,RIVERSIDE,1501,DR,37406,,1 - New Business,35.05665291,-85.280812891,"(35.05665291, -85.280812891)"
FAMILY HAIR SALON,03/04/2008,CHATTANOOGA,TN,,GRAHAM,8223,RD,37421,,1 - New Business,35.0135647700001,-85.1368120349999,"(35.0135647700001, -85.1368120349999)"
9 ROUND CHATTANOOGA LLC,12/04/2010,CHATTANOOGA,TN,E,BRAINERD,7550,RD,37421,,1 - New Business,,,
CREATIVE VISION HAIR SALON & ACCESSORIES,08/03/2004,CHATTANOOGA,TN,,BONNY OAKS,4231,DR,37406,,1 - New Business,35.0805388270001,-85.2199791,"(35.0805388270001, -85.2199791)"
ACCENT RUG AND DECOR,07/01/2009,CHATTANOOGA,TN,,WILCOX,3883,BLVD,37411,,1 - New Business,35.043216779,-85.223366377,"(35.043216779, -85.223366377)"
"SWEET EATS, LLC",01/17/2014,CHATTANOOGA,TN,,LEE,7315,HWY,37421,,1 - New Business,35.0530780830001,-85.149503664,"(35.0530780830001, -85.149503664)"
MARY B STYLING HAIR STUDIO,01/01/2015,CHATTANOOGA,TN,,BRAINERD,4706,RD,37411,,1 - New Business,35.013311737,-85.23061989,"(35.013311737, -85.23061989)"
CITY RADIATORS SALES & SERVICE,01/02/1996,CHATTANOOGA,TN,,LONG,1601,ST,37408,,1 - New Business,35.035610863,-85.308952762,"(35.035610863, -85.308952762)"
NELSON JONES ELECTRIC,10/14/1989,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
MATRIX SERVICE INDUSTRIAL,06/20/1994,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
SITTING WITH CARE INC,07/01/2007,CHATTANOOGA,TN,,GUNBARREL,1618,RD,37421,,1 - New Business,35.018650839,-85.160021765,"(35.018650839, -85.160021765)"
FUTURE TRENDS CONSTRUCTION,10/01/1996,CHATTANOOGA,TN,,VARIOUS LOCATION,9999,,37402,,1 - New Business,,,
ANN TAYLOR # 1055,02/01/1991,CHATTANOOGA,TN,,HAMILTON PLACE BLVD,2100,,37421-6082,,1 - New Business,35.0356277290001,-85.1617933049999,"(35.0356277290001, -85.1617933049999)"
JOS A BANK CLOTHIERS INC,05/24/2002,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
ACTION GRAPHICS,04/01/1994,CHATTANOOGA,TN,,HWY 58,4423,,37416,,1 - New Business,35.084611185,-85.2003456529999,"(35.084611185, -85.2003456529999)"
TEXTBOOK BROKERS,02/23/2012,CHATTANOOGA,TN,,VINE,424,ST,37403,,1 - New Business,,,
MCKAMEY LANDSCAPES LLC,10/01/1999,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CHOCOLATE COVERED FUN,07/01/2008,CHATTANOOGA,TN,,KNOLLWOOD,3677,DR,37415,,1 - New Business,35.111990615,-85.286223373,"(35.111990615, -85.286223373)"
CHILEL CLEANING SERVICE,03/06/2014,CHATTANOOGA,TN,,4TH,2823,AVE,37407,,1 - New Business,35.00991707,-85.2842162869999,"(35.00991707, -85.2842162869999)"
HOLLOWELL GARY CONSTRUCTION,05/01/2001,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
C & R DISTRIBUTORS,08/21/1989,CHATTANOOGA,TN,,LINDSAY,734,AVE,37421,,1 - New Business,34.993675668,-85.151608814,"(34.993675668, -85.151608814)"
WIRELESS DEPOT USA,12/03/2013,CHATTANOOGA,TN,,BRAINERD,5250,RD,37411,,1 - New Business,35.0106142390001,-85.223328537,"(35.0106142390001, -85.223328537)"
CHATTANOOGA BAR STOOLS & MORE,01/01/2011,CHATTANOOGA,TN,,LEE,6787,HWY,37421,,1 - New Business,35.0405029290001,-85.1701661819999,"(35.0405029290001, -85.1701661819999)"
THE DEN SPORTS BAR & LOUNGE,10/22/2010,CHATTANOOGA,TN,E,23RD,1200,ST,37408,,1 - New Business,,,
ROOFETIX OF CHATTANOOGA,08/12/2013,CHATTANOOGA,TN,,7TH,4311,AVE,37407,,1 - New Business,34.9930828400001,-85.2894037149999,"(34.9930828400001, -85.2894037149999)"
STOCK CREEK GROUP LLC,11/09/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
"INNOVATIONS AND RENOVATIONS, LLC",10/29/2012,CHATTANOOGA,TN,,OAK,900,ST,37403,,1 - New Business,35.0431672230001,-85.292114268,"(35.0431672230001, -85.292114268)"
FLEUR DE LIS TRANSCRIPTION SVCS,08/24/2012,HIXSON,TN,,ASHLEY FOREST,731,DR,37343,,1 - New Business,35.1630144480001,-85.2360948099999,"(35.1630144480001, -85.2360948099999)"
BONTE CO,07/01/2010,CHATTANOOGA,TN,,BLISS,2314,AVE,37406,,1 - New Business,35.069743497,-85.26721233,"(35.069743497, -85.26721233)"
CANNON'S PLUMBING INC,05/30/1990,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
EXCLUSIVE HAIR CARE,03/11/1988,CHATTANOOGA,TN,,DELANO,2112,DR,37406,,1 - New Business,35.066577888,-85.267364567,"(35.066577888, -85.267364567)"
SOUL TO SOUL RECORDS & TAPE,04/01/2009,CHATTANOOGA,TN,,BONNY OAKS,4272,DR,37406,,1 - New Business,35.0804900910001,-85.213918222,"(35.0804900910001, -85.213918222)"
SECO ARCHITECTURAL SYSTEMS INC,07/01/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,00000,,1 - New Business,,,
YASHIMA USA LLC,01/09/2012,CHATTANOOGA,TN,E,MAIN,25,ST,37408,,1 - New Business,,,
ANKAR'S DOWNTOWN,01/01/2004,CHATTANOOGA,TN,,BROAD,510,ST,37402,,1 - New Business,35.0505789260001,-85.310321788,"(35.0505789260001, -85.310321788)"
BALLOON FACTORY,04/15/2014,CHATTANOOGA,TN,,BRAINERD,4415,RD,37411,,1 - New Business,35.0158085630001,-85.234033557,"(35.0158085630001, -85.234033557)"
NORTHGATE PARTS,,HIXSON,TN,W,BOY SCOUT,687,RD,37343,,1 - New Business,,,
ACTION CLEANING,09/22/2003,HIXSON,TN,,SHERRY,4500,LN,37343,,1 - New Business,35.12380676,-85.267792438,"(35.12380676, -85.267792438)"
PRESTIGE STUCCO INC,08/02/2010,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
KLIPZ HAIR STUDIO,01/23/2010,CHATTANOOGA,TN,,BRAINERD,5309,RD,37411-5304,,1 - New Business,35.0110064560001,-85.222632128,"(35.0110064560001, -85.222632128)"
KNIGHTS OF COLUMBUS,04/20/1989,CHATTANOOGA,TN,,SYLVAN,313,ST,37405,,1 - New Business,,,
AQUASHIELD INDUSTRIAL LLC,05/01/2008,HIXSON,TN,,KANASITA,2705,DR,37343,,1 - New Business,35.132017272,-85.229009286,"(35.132017272, -85.229009286)"
A1 CLEANING FACILITY,02/15/2014,CHATTANOOGA,TN,,WOODMORE,825,LN,37411,,1 - New Business,35.0333916270001,-85.228549727,"(35.0333916270001, -85.228549727)"
L S COCHRAN,10/01/2007,CHATTANOOGA,TN,,WHITEHALL,425,RD,37405,,1 - New Business,35.065579245,-85.323693411,"(35.065579245, -85.323693411)"
CENA CATERING,01/01/2013,CHATTANOOGA,TN,,BRAINERD,5600,RD,37411,,1 - New Business,35.0097447850001,-85.216483034,"(35.0097447850001, -85.216483034)"
BRADLEY RUFUS JR,12/02/1991,CHATTANOOGA,TN,,CLEVELAND,2111,AVE,37404,,1 - New Business,35.0421413620001,-85.267814718,"(35.0421413620001, -85.267814718)"
GRUBB MANAGEMENT INC,04/01/2010,CHARLOTTE,NC,,ELIZABETH,999,AVE,28204,,1 - New Business,,,
WELLER CONSTRUCTION CO LLC,04/23/2002,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ALTAQUIP LLC,08/26/2003,CHATTANOOGA,TN,,APPLING,1320,ST,37406,,1 - New Business,35.070604889,-85.26316588,"(35.070604889, -85.26316588)"
HIP HOP CLOTHING,09/15/2008,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
RIVER CITY MART & BEAUTY SUPPLY,04/01/2013,CHATTANOOGA,TN,,WILCOX,3201,BLVD,37411,,1 - New Business,35.0485215740001,-85.242543707,"(35.0485215740001, -85.242543707)"
MINES AND YOURS BOUTIQUE,09/07/2012,CHATTANOOGA,TN,,TIMBER KNOLL,119,DR,37421,,1 - New Business,35.018268913,-85.1889083199999,"(35.018268913, -85.1889083199999)"
2 ON THE ROOF,03/31/2014,CHATTANOOGA,TN,,MANUFACTURERS,313,RD,37405,,1 - New Business,35.0628266320001,-85.314364988,"(35.0628266320001, -85.314364988)"
INNOVATIVE CONTRACTING SOLUTIONS INC,05/02/2006,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
INDUSTRIAL FABRICATORS INC,01/15/1993,CHATTANOOGA,TN,,VANCE,2408,RD,37404-3813,,1 - New Business,35.0275321550001,-85.269713908,"(35.0275321550001, -85.269713908)"
EMBROIDERY SHOP THE,09/22/2002,CHATTANOOGA,TN,,CRUTCHFIELD,2301,ST,37406,,1 - New Business,35.063931628,-85.253020857,"(35.063931628, -85.253020857)"
PFITZER POTTER,09/04/2015,CHATTANOOGA,TN,,SHADY,1401,CIR,37405,,1 - New Business,35.0789457670001,-85.287802555,"(35.0789457670001, -85.287802555)"
MURPHY EXPRESS,03/15/2010,CHATTANOOGA,TN,,LEE,6398,HWY,37421,,1 - New Business,35.03275681,-85.180178898,"(35.03275681, -85.180178898)"
CIRCLE K d/b/a/ QUIZNOS,09/14/2015,OOLTEWAH,TN,,LEE,8935,HWY,37363,,1 - New Business,35.0876397960001,-85.070061577,"(35.0876397960001, -85.070061577)"
DAVID CLOSE COINS,07/01/2006,CHATTANOOGA,TN,,HARCOURT,3412,DR,37411,,1 - New Business,35.0214703450001,-85.250682693,"(35.0214703450001, -85.250682693)"
TLC NAIL SPA INC,03/01/2008,CHATTANOOGA,TN,,EAST BRAINERD,7401,RD,37421,,1 - New Business,,,
SE DU FO,03/04/2014,CHATTANOOGA,TN,,ACORNOAKS,255,CIR,37405,,1 - New Business,35.0822328180001,-85.3254511979999,"(35.0822328180001, -85.3254511979999)"
NORTH RIVER CLEANERS,11/01/2009,HIXSON,TN,,HWY 153,5450,,37343,,1 - New Business,35.1396044900001,-85.248091195,"(35.1396044900001, -85.248091195)"
S & M LAWN CARE,07/01/2006,CHATTANOOGA,TN,,VARIOUS LOCATONS,999,,37402,,1 - New Business,,,
BIG SKY PRODUCTS,05/01/2007,CHATTANOOGA,TN,,CHAPMAN,2115,RD,37421,,1 - New Business,35.0553492810001,-85.19000448,"(35.0553492810001, -85.19000448)"
CITY & COUNTY GARAGE LOT 91,,CHATTANOOGA,TN,,MARKET,1111,ST,37402,,1 - New Business,35.0423345080001,-85.3093897809999,"(35.0423345080001, -85.3093897809999)"
E. F. BRANNON FURNITURE DISTRIUTORS,08/01/1987,HIXSON,TN,,HIGHWAY 153,5245,,37343,,1 - New Business,35.125731187,-85.2412566259999,"(35.125731187, -85.2412566259999)"
COTTON AND TWINE BOUTIQUE LLC,07/15/2015,CHATTANOOGA,TN,E,MAIN,45,ST,37408,,1 - New Business,,,
"BACKYARD OUTFITTERS, INC",04/01/2014,CHATTANOOGA,TN,,EAST BRAINERD,7673,RD,37421,,1 - New Business,,,
STAR AVIONICS INC,05/01/1987,CHATTANOOGA,TN,,AIRPORT,521,RD,37421,,1 - New Business,,,
